,Date,Flight number,From,Iata_from,From_lat,From_lon,To,Iata_to,To_lat,To_lon,Dep time,Arr time,Duration,Airline,Aircraft,Registration,Seat number,Seat type,Flight class,Flight reason,Note,Dep_id,Arr_id,Airline_id,Aircraft_id
129,2022-12-23,U24060,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Paris / Orly (ORY/LFPO),ORY,48.7231,2.35944,06:25:00,08:00:00,01:35:00,easyJet Europe (EC/EJU),Airbus A320-200 (A320),OE-IZH,24F,1,0,0,,2027,2215,2665,2059
130,2023-08-20,IB8732,Madrid / Barajas (MAD/LEMD),MAD,40.4719,-3.56264,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,22:00:00,23:55:00,01:55:00,Iberia (IB/IBE),Bombardier CRJ-1000 (CRJX),EC-MJO,12A,1,0,0,,1739,2027,377,2071
131,2023-07-25,AK371,Denpasar Bali / Ngurah Rai (DPS/WADD),DPS,-8.74817,115.167,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),KUL,2.74558,101.71,21:20:00,00:20:00,03:00:00,Air Asia (AK/AXM),Airbus A320neo (A20N),9M-AGV,6A,1,0,0,,3582,1527,103,2127
132,2023-08-03,VZ2115,Chiang Mai / Chiang Mai (CNX/VTCC),CNX,18.7668,98.9626,Bangkok / Suvarnabhumi (BKK/VTBS),BKK,13.6811,100.747,09:25:00,10:45:00,01:20:00,Thai Vietjet Air (VZ/TVJ),Airbus A321-200 (A321),HS-VKH,,0,0,0,,3642,331,2438,2076
133,2023-08-01,DD124,Bangkok / Don Mueang International (DMK/VTBD),DMK,13.9126,100.607,Chiang Mai / Chiang Mai (CNX/VTCC),CNX,18.7668,98.9626,09:20:00,10:30:00,01:10:00,Nok Air (DD/NOK),Boeing 737-800 (B738),HS-DBY,,0,0,0,,3565,3642,1244,231
134,2023-08-15,AK1794,Singapore / Changi (SIN/WSSS),SIN,1.35019,103.994,Kota Kinabalu / Kota Kinabalu (BKI/WBKK),BKI,5.93721,116.051,12:10:00,14:45:00,02:35:00,Air Asia (AK/AXM),Airbus A320-200 (A320),9M-AQQ,9A,1,0,0,,2672,329,103,2059
135,2023-04-28,U21687,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Olbia / Costa Smeralda (OLB/LIEO),OLB,40.8987,9.51763,10:45:00,11:40:00,00:55:00,easyJet Europe (EC/EJU),Airbus A320-200 (A320),OE-IJU,19A,1,0,0,,2027,2182,2665,2059
136,2023-05-02,FR4655,Cagliari / Elmas (CAG/LIEE),CAG,39.2515,9.05428,Naples / Capodichino (NAP/LIRN),NAP,40.886,14.2908,08:00:00,09:15:00,01:15:00,Malta Air (AL/MAY),Boeing 737-800 (B738),9H-QDP,10F,1,0,0,,474,2016,2723,231
137,2023-05-17,BT866,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Tallinn / Ulemiste (TLL/EETN),TLL,59.4133,24.8328,10:15:00,14:30:00,03:15:00,Avion Express Malta (/MLH),Airbus A320-200 (A320),9H-SWD,31F,1,0,0,,2027,2956,2943,2059
138,2023-05-19,FR4623,Tallinn / Ulemiste (TLL/EETN),TLL,59.4133,24.8328,Stockholm / Arlanda (ARN/ESSA),ARN,59.6519,17.9186,16:30:00,16:35:00,01:05:00,Malta Air (AL/MAY),Boeing 737 MAX 8 (B38M),9H-VUL,7F,1,0,0,,2956,3622,2723,2123
139,2023-05-21,D84321,Stockholm / Arlanda (ARN/ESSA),ARN,59.6519,17.9186,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,06:30:00,09:30:00,03:00:00,Norwegian Air Sweden AOC (D8/NSZ),Boeing 737-800 (B738),SE-RRJ,25F,1,0,0,,3622,2027,2984,231
140,2023-03-03,W64026,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Belgrade / Nikola Tesla Beograd (BEG/LYBE),BEG,44.8184,20.3091,16:15:00,18:05:00,01:50:00,Wizz Air (W6/WZZ),Airbus A321-200 (A321),HA-LXI,,0,0,0,,2027,261,859,2076
141,2023-03-06,W64025,Belgrade / Nikola Tesla Beograd (BEG/LYBE),BEG,44.8184,20.3091,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,12:35:00,14:40:00,02:05:00,Wizz Air (W6/WZZ),Airbus A321-200 (A321),HA-LXI,30D,3,0,0,,261,2027,859,2076
142,2023-03-31,FR9525,Marseille / Marseille Provence (MRS/LFML),MRS,43.4393,5.22142,Fes / Saiss (FEZ/GMFF),FEZ,33.9273,-4.97796,17:45:00,18:00:00,02:15:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-DCN,7B,2,0,0,,1928,880,668,231
143,2023-04-03,FR5163,Fes / Saiss (FEZ/GMFF),FEZ,33.9273,-4.97796,Marseille / Marseille Provence (MRS/LFML),MRS,43.4393,5.22142,10:55:00,15:10:00,02:15:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-DLK,,0,0,0,,880,1928,668,231
144,2023-07-17,AK138,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),KUL,2.74558,101.71,Hong Kong / Hong Kong International (HKG/VHHH),HKG,22.3089,113.915,07:15:00,11:15:00,04:00:00,Air Asia (AK/AXM),Airbus A320neo (A20N),9M-RAR,18A,1,0,0,,1527,1135,103,2127
145,2023-07-21,TR905,Macau / Macau (MFM/VMMC),MFM,22.1496,113.592,Singapore / Changi (SIN/WSSS),SIN,1.35019,103.994,19:05:00,22:45:00,03:40:00,Scoot (TR/TGW),Airbus A320neo (A20N),9V-TNF,31A,1,0,0,,1811,2672,2695,2127
146,2023-07-22,TR212,Singapore / Changi (SIN/WSSS),SIN,1.35019,103.994,Yogyakarta / Yogyakarta International Airport (YIA/WAHI),YIA,-7.90534,110.057,08:20:00,09:35:00,02:15:00,Scoot (TR/TGW),Airbus A320-200 (A320),9V-TRX,30D,3,0,0,,2672,9188,2695,2059
147,2023-07-25,JT566,Yogyakarta / Yogyakarta International Airport (YIA/WAHI),YIA,-7.90534,110.057,Denpasar Bali / Ngurah Rai (DPS/WADD),DPS,-8.74817,115.167,13:40:00,16:00:00,01:20:00,Lion Airlines (JT/LNI),Boeing 737-900 (B739),PK-LHR,3A,1,0,0,,9188,3582,480,232
148,2023-05-03,W48299,Rome / Leonardo da Vinci-Fiumicino (FCO/LIRF),FCO,41.8003,12.2389,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,11:30:00,12:50:00,01:20:00,Wizz Air Malta (W4/WMT),Airbus A321neo (A21N),9H-WAM,12D,3,0,0,,872,2027,3024,2128
149,2023-08-09,JL125,Tokyo / Haneda (HND/RJTT),HND,35.5533,139.781,Osaka / Itami (ITM/RJOO),ITM,34.785528,135.438222,15:00:00,16:05:00,01:05:00,Japan Airlines (JL/JAL),Boeing 787-8 (B788),JA847J,50C,3,0,0,,1152,1285,406,2087
150,2023-07-28,AK540,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),KUL,2.74558,101.71,Siem Reap / Siem Reap International Airport (REP/VDSR),REP,13.4107,103.813,18:00:00,19:15:00,02:15:00,Air Asia (AK/AXM),Airbus A320-200 (A320),9M-AQQ,18A,1,0,0,,1527,2502,103,2059
151,2023-07-26,AK6144,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),KUL,2.74558,101.71,Penang / Penang (PEN/WMKP),PEN,5.29714,100.277,06:35:00,07:40:00,01:05:00,Air Asia (AK/AXM),Airbus A320-200 (A320),9M-RAV,30F,1,0,0,,1527,2294,103,2059
152,2023-07-30,FD619,Siem Reap / Siem Reap International Airport (REP/VDSR),REP,13.4107,103.813,Bangkok / Don Mueang International (DMK/VTBD),DMK,13.9126,100.607,21:20:00,22:25:00,01:05:00,Thai AirAsia (FD/AIQ),Airbus A320-200 (A320),HS-ABA,1F,1,0,0,,2502,3565,1077,2059
153,2023-07-28,Z97702,Langkawi I / Pulau Langkawi (LGK/WMKL),LGK,6.32973,99.7287,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),KUL,2.74558,101.71,15:25:00,16:40:00,01:15:00,MYAirline (Z9/MYM),Airbus A320-200 (A320),9M-DAJ,14A,1,0,0,,1610,1527,3032,2059
154,2023-07-27,FY2700,Penang / Penang (PEN/WMKP),PEN,5.29714,100.277,Langkawi I / Pulau Langkawi (LGK/WMKL),LGK,6.32973,99.7287,12:30:00,13:10:00,00:40:00,Firefly (FY/FFM),Boeing 737-800 (B738),9M-MLG,16A,1,0,0,,2294,1610,1132,231
155,2023-07-14,U21326,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Geneva / Cointrin (GVA/LSGG),GVA,46.2381,6.10895,08:10:00,09:10:00,01:00:00,Easyjet Switzerland (DS/EZS),Airbus A320-200 (A320),HB-JXM,21A,1,0,0,,2027,1065,290,2059
156,2023-08-17,AK5301,Kota Kinabalu / Kota Kinabalu (BKI/WBKK),BKI,5.93721,116.051,Johor Bahru / Sultan Ismail (JHB/WMKJ),JHB,1.64131,103.67,12:20:00,14:35:00,02:15:00,Air Asia (AK/AXM),Airbus A320-200 (A320),9M-AFV,18B,2,0,0,,329,1333,103,2059
157,2023-08-19,MH1058,Johor Bahru / Sultan Ismail (JHB/WMKJ),JHB,1.64131,103.67,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),KUL,2.74558,101.71,19:45:00,20:45:00,01:00:00,Malaysia Airlines (MH/MAS),Boeing 737-800 (B738),9M-MXK,15E,2,0,0,,1333,1527,507,231
158,2023-09-29,AF7315,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Paris / Charles de Gaulle (CDG/LFPG),CDG,49.0097,2.54778,06:00:00,07:35:00,01:35:00,Air France (AF/AFR),Airbus A320-200 (A320),F-HEPJ,11A,1,0,0,,2027,509,34,2059
159,2023-09-29,AF264,Paris / Charles de Gaulle (CDG/LFPG),CDG,49.0097,2.54778,Seoul / Incheon (ICN/RKSI),ICN,37.4633,126.44,11:50:00,07:05:00,12:15:00,Air France (AF/AFR),Boeing 777-300ER (B77W),F-GZNK,31L,1,0,0,,509,3602,34,2023
160,2023-10-25,KL876,Bangkok / Suvarnabhumi (BKK/VTBS),BKK,13.6811,100.747,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,12:15:00,19:15:00,12:00:00,KLM Royal Dutch Airlines (KL/KLM),Boeing 777-200 (B772),PH-BQB,20A,1,0,0,,331,122,440,246
161,2023-10-23,QW6191,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,Yichang / Sanxia (YIH/ZHYC),YIH,30.5565,111.48,06:45:00,09:15:00,02:30:00,Qingdao Airlines (QW/QDA),Airbus A320neo (A20N),B-307V,2A,1,4,0,STOPOVER,720,3673,2215,2127
162,2023-10-23,QW6191,Yichang / Sanxia (YIH/ZHYC),YIH,30.5565,111.48,Bangkok / Don Mueang International (DMK/VTBD),DMK,13.9126,100.607,10:40:00,12:30:00,02:50:00,Qingdao Airlines (QW/QDA),Airbus A320neo (A20N),B-307V,2A,1,4,0,STOPOVER,3673,3565,2215,2127
163,2023-09-30,CZ696,Seoul / Incheon (ICN/RKSI),ICN,37.4633,126.44,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,15:40:00,16:15:00,01:35:00,China Southern Airlines (CZ/CSN),Airbus A320-200 (A320),B-9958,33A,1,4,0,,3602,720,207,2059
164,2023-10-26,KL1253,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,09:30:00,11:25:00,01:55:00,KLM Royal Dutch Airlines (KL/KLM),Boeing 737-800 (B738),PH-BXH,12F,1,0,0,,122,2027,440,231
165,2023-11-04,FR9726,Marseille / Marseille Provence (MRS/LFML),MRS,43.4393,5.22142,Rome / Leonardo da Vinci-Fiumicino (FCO/LIRF),FCO,41.8003,12.2389,18:10:00,19:35:00,01:25:00,Malta Air (AL/MAY),Boeing 737-800 (B738),9H-QAX,9A,1,0,0,,1928,872,2723,231
166,2023-11-04,EY84,Rome / Leonardo da Vinci-Fiumicino (FCO/LIRF),FCO,41.8003,12.2389,Abu Dhabi / Abu Dhabi (AUH/OMAA),AUH,24.433,54.6511,21:35:00,06:40:00,07:05:00,Etihad Airways (EY/ETD),Boeing 787-9 (B789),A6-BNB,23C,3,4,0,,872,188,276,2088
167,2023-11-05,5W7037,Abu Dhabi / Abu Dhabi (AUH/OMAA),AUH,24.433,54.6511,Muscat / Seeb (MCT/OOMS),MCT,23.5933,58.2844,10:10:00,11:25:00,01:15:00,Wizz Air Abu Dhabi (5W/WAZ),Airbus A321neo (A21N),A6-WZH,31A,1,0,0,,188,1770,2878,2128
168,2023-11-07,5W7038,Muscat / Seeb (MCT/OOMS),MCT,23.5933,58.2844,Abu Dhabi / Abu Dhabi (AUH/OMAA),AUH,24.433,54.6511,12:00:00,13:10:00,01:10:00,Wizz Air Abu Dhabi (5W/WAZ),Airbus A321neo (A21N),A6-WZB,9D,3,0,0,,1770,188,2878,2128
169,2023-11-09,5W7163,Abu Dhabi / Abu Dhabi (AUH/OMAA),AUH,24.433,54.6511,Samarkand / Samarkand (SKD/UTSS),SKD,39.7005,66.9838,06:00:00,10:00:00,03:00:00,Wizz Air Abu Dhabi (5W/WAZ),Airbus A321-200 (A321),A6-WAA,1A,1,0,0,,188,2693,2878,2076
170,2023-11-11,KC7880,Samarkand / Samarkand (SKD/UTSS),SKD,39.7005,66.9838,Almaty / Almaty (ALA/UAAA),ALA,43.3521,77.0405,19:55:00,22:50:00,01:55:00,Air Astana (KC/KZR),Airbus A320-200 (A320),EI-KBD,3A,1,0,0,,2693,100,978,2059
171,2023-11-13,DV1733,Almaty / Almaty (ALA/UAAA),ALA,43.3521,77.0405,Nur-Sultan / Nursultan Nazarbayev International Airport (NQZ/UACC),NQZ,51.0222,71.4669,19:30:00,21:00:00,01:30:00,PLL Scat Aircompany (DV/VSV),Boeing 737 MAX 9 (B39M),UP-B3738,61F,1,0,0,,100,9556,854,2124
172,2023-11-15,5W7088,Nur-Sultan / Nursultan Nazarbayev International Airport (NQZ/UACC),NQZ,51.0222,71.4669,Abu Dhabi / Abu Dhabi (AUH/OMAA),AUH,24.433,54.6511,21:55:00,01:15:00,05:20:00,Wizz Air Abu Dhabi (5W/WAZ),Airbus A321neo (A21N),A6-WZD,18A,1,0,0,,9556,188,2878,2128
173,2023-11-16,EY83,Abu Dhabi / Abu Dhabi (AUH/OMAA),AUH,24.433,54.6511,Rome / Leonardo da Vinci-Fiumicino (FCO/LIRF),FCO,41.8003,12.2389,08:55:00,12:15:00,05:20:00,Etihad Airways (EY/ETD),Boeing 787-9 (B789),A6-BNB,23H,3,4,0,,188,872,276,2088
174,2023-11-16,W48299,Rome / Leonardo da Vinci-Fiumicino (FCO/LIRF),FCO,41.8003,12.2389,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,18:50:00,20:10:00,01:20:00,Wizz Air Malta (W4/WMT),Airbus A321neo (A21N),9H-WAF,2A,1,0,0,,872,2027,3024,2128
175,2023-12-23,FR1770,Marseille / Marseille Provence (MRS/LFML),MRS,43.4393,5.22142,Valencia / Valencia (VLC/LEVC),VLC,39.4893,-0.481625,19:10:00,20:30:00,01:20:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-DWF,27E,2,0,0,,1928,3193,668,231
176,2023-12-24,FR2207,Valencia / Valencia (VLC/LEVC),VLC,39.4893,-0.481625,Sevilla / San Pablo (SVQ/LEZL),SVQ,37.418,-5.89311,15:15:00,16:30:00,01:15:00,Ryanair (FR/RYR),Boeing 737-800 (B738),EI-ENP,25B,2,0,0,,3193,2819,668,231
177,2023-12-31,V73842,Malaga / Costa Del Sol (AGP/LEMG),AGP,36.6749,-4.49911,Bordeaux / Bordeaux Merignac (BOD/LFBD),BOD,44.8283,-0.715556,17:15:00,19:10:00,01:55:00,Volotea (V7/VOE),Airbus A320-200 (A320),EC-NNZ,23F,1,0,0,,66,369,2355,2059
178,2023-12-31,U21620,Bordeaux / Bordeaux Merignac (BOD/LFBD),BOD,44.8283,-0.715556,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,22:00:00,23:20:00,01:20:00,easyJet Europe (EC/EJU),Airbus A320-200 (A320),OE-IJD,19A,1,0,0,,369,2027,2665,2059
179,2023-12-10,KL1253,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,09:35:00,11:30:00,01:55:00,KLM Cityhopper (WA/KLC),Embraer Embraer E195-E2 (E295),PH-NXP,18F,1,0,0,,122,2027,439,2147
180,2023-12-09,KL1899,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,Belgrade / Nikola Tesla Beograd (BEG/LYBE),BEG,44.8184,20.3091,21:20:00,23:40:00,02:20:00,KLM Cityhopper (WA/KLC),Embraer ERJ-190 (E190),PH-EZR,24A,1,0,0,,122,261,439,655
181,2023-12-10,KL1898,Belgrade / Nikola Tesla Beograd (BEG/LYBE),BEG,44.8184,20.3091,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,06:00:00,08:35:00,02:35:00,KLM Cityhopper (WA/KLC),Embraer ERJ-190 (E190),PH-EZR,16A,1,0,0,,261,122,439,655
182,2018-11-23,CZ8163,Chongqing / Chongqing (CKG/ZUCK),CKG,29.7192,106.642,Linyi / Linyi (LYI/ZSLY),LYI,35.0461,118.412,14:45:00,17:10:00,02:25:00,Chongqing Airlines (OQ/CQN),Airbus A320-200 (A320),B-9932,,0,0,0,STOPOVER,566,3940,1819,2059
183,2018-11-23,CZ8163,Linyi / Linyi (LYI/ZSLY),LYI,35.0461,118.412,Dalian / Zhoushuizi (DLC/ZYTL),DLC,38.9657,121.539,17:45:00,19:00:00,01:15:00,Chongqing Airlines (OQ/CQN),Airbus A320-200 (A320),B-9932,,0,0,0,STOPOVER,3940,720,1819,2059
184,2023-12-09,KL1258,Nice / Nice Cote D'Azur (NCE/LFMN),NCE,43.6584,7.21587,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,17:05:00,19:10:00,02:05:00,KLM Cityhopper (WA/KLC),Embraer 175 (E75S),PH-EXW,20A,1,0,0,,2027,122,439,2145
185,2024-01-28,KQ117,Amsterdam / Schiphol (AMS/EHAM),AMS,52.3086,4.76389,Nairobi / Jomo Kenyatta (NBO/HKJK),NBO,-1.31924,36.9278,19:35:00,05:55:00,09:20:00,Kenya Airways (KQ/KQA),Boeing 787-8 (B788),5Y-KZC,25D,3,0,0,,122,3598,445,2087
